QuestionID,Question,Answer,Explanation,Counter
312,"Your company plans to purchase an Azure subscription.
The company's support policy states that the Azure environment must provide an option to access support engineers by phone or email.
You need to recommend which support plan meets the support policy requirement.
Solution: Recommend a Standard support plan.
Does this meet the goal?
A. Yes
B. No",A,"The Standard, Professional Direct, and Premier support plans have technical support for engineers via email and phone.",0
313,"Your company plans to purchase an Azure subscription.
The company's support policy states that the Azure environment must provide an option to access support engineers by phone or email.
You need to recommend which support plan meets the support policy requirement.
Solution: Recommend a Premier support plan.
Does this meet the goal?
A. Yes
B. No",A,"The Standard, Professional Direct, and Premier support plans have technical support for engineers via email and phone.",0
314,"Your company plans to request an architectural review of an Azure environment from Microsoft.
The company currently has a Basic support plan.
You need to recommend a new support plan for the company. The solution must minimize costs.
Which support plan should you recommend?
A. Premier
B. Developer
C. Professional Direct
D. Standard",C,"I’m sorry, but there is no Premier support plan listed on the Azure Support Plans Comparison page 1. There are four support plans listed: Basic, Developer, Standard, and Professional Direct 1. To request an architectural review of an Azure environment from Microsoft and minimize costs, you should recommend the Professional Direct support plan. This plan provides architecture support with guidance from a pool of ProDirect delivery managers 1.

So the correct answer is C. Professional Direct.",0
315,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- Most Azure services are introduced in private preview before being introduced in public preview, and then in general availability. (Y/N)
- Azure services in public preview can be managed only by using the Azure CLI. (Y/N)
- The cost of an Azure service in private preview decreases when the service becomes generally available. (Y/N)",YNN,"Box 1: Yes -
Most services go to private preview then public preview before being released to general availability.
The private preview is only available to certain Azure customers for evaluation purposes. The public preview is available to all Azure customers.

Box 2: No -
Azure services in public preview can be managed using the regular management tools: Azure Portal, Azure CLI and PowerShell.

Box 3: No -
Services in private or public preview are usually offered at reduced costs. However, the costs increase, not decrease when the services are released to general availability.",0
316,"What is required to use Azure Cost Management?
A. a Dev/Test subscription
B. Software Assurance
C. an Enterprise Agreement (EA)
D. a pay-as-you-go subscription",D,"According to Microsoft, Azure Cost Management is enabled by default for Enterprise Agreement and Pay-As-You-Go customers, so there is no need to enable it separately. So, both C and D should be correct here",0
317,"You Azure trial account expired last week. You are now unable to [...].
A. create additional Azure Active Directory (Azure AD) user accounts.
B. start an existing Azure VM
C. access your date stored in Azure
D. access the Azure portal",B,"A stopped (deallocated) VM is offline and not mounted on an Azure host server. Starting a VM mounts the VM on a host server before the VM starts. As soon as the VM is mounted, it becomes chargeable. For this reason, you are unable to start a VM after a trial has expired.
Incorrect Answers:
- You are not charged for Azure Active Directory user accounts so you can continue to create accounts.
- You can access data that is already stored in Azure.
- You can access the Azure Portal. You can also reactivate and upgrade the expired subscription in the portal.",0
318,"Your company plans to purchase an Azure subscription.
The company's support policy states that the Azure environment must provide an option to access support engineers by phone or email.
You need to recommend which support plan meets the support policy requirement.
Solution: Recommend a Professional Direct support plan.
Does this meet the goal?
A. Yes
B. No",A,"The Basic support plan does not have any technical support for engineers.
The Developer support plan has only technical support for engineers via email.
The Standard, Professional Direct, and Premier support plans have technical support for engineers via email and phone.",0
319,"Your company has a Software Assurance agreement that includes Microsoft SQL Server licenses.
You plan to deploy SQL Server on Azure virtual machines.
What should you do to minimize licensing costs for the deployment?
A. Deallocate the virtual machines during off hours.
B. Use Azure Hybrid Benefit.
C. Configure Azure Cost Management budgets.
D. Use Azure reservations.",B,"Azure Hybrid Benefit is a licensing benefit that helps you to significantly reduce the costs of running your workloads in the cloud. It works by letting you use your on-premises Software Assurance-enabled Windows Server and SQL Server licenses on Azure.
Reference:",0
320,"Your company has 10 departments.
The company plans to implement an Azure environment.
You need to ensure that each department can use a different payment option for the Azure services it consumes.
What should you create for each department?
A. a reservation
B. a subscription
C. a resource group
D. a container instance",B,"There are different payment options in Azure including pay-as-you-go (PAYG), Enterprise Agreement (EA), and Microsoft Customer Agreement (MCA) accounts.
Your Azure costs are 'per subscription'. You are charged monthly for all resources in a subscription. Therefore, to use different payment options per department, you will need to create a separate subscription per department. You can create multiple subscriptions in a single Azure Active Directory tenant.
Incorrect Answers:
A: A reservation is where you commit to a resource (for example a virtual machine) for one or three years. This gives you a discounted price on the resource for the reservation period. Reservations do not provide a way to use different payment options per department.
C: A resource group is a logical container for Azure resources. You can view the total cost of all the resources in a resource group. However, resource groups do not provide a way to use different payment options per department.
D: A container instance is an Azure resource used to run an application. Container instances do not provide a way to use different payment options per department.",0
321,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- An Azure free account has a spending limit. (Yes/No)
- An Azure free account has a limit of 2TB of data that can be uploaded to Azure. (Yes/No)
- An Azure free account can contain an unlimited number of web apps. (Yes/No)",YNN,"Box 1: Yes -
An Azure free account has a spending limit. This is currently 200 USD or 150 GBP.

Box 2: No -
Azure free account has a 5 GB blob storage limit and a 5 GB file storage limit.

Box 3: No -
Azure free account has a limit of 10 web, mobile or API apps",0
322,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- An Azure service in private preview is released to all Azure customers. (Y/N)
- An Azure service in public preview is released to all Azure customers. (Y/N)
- An Azure service in general availability is released to a subset of Azure customers. (Y/N)",NYN,"Box 1: No -
Most services go to private preview then public preview before being released to general availability. The private preview is only available to certain Azure customers for evaluation purposes.

Box 2: Yes -
Public Preview means that the service is in public beta and can be tried out by anyone with an Azure subscription. Services in public preview are often offered at a discount price.
Public previews are excluded from SLAs and in some cases, no support is offered.

Box 3: No -
An Azure service in general availability is available to all Azure customers, not just a subset of the customers.",0
323,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- Availability zones can be implemented in all Azure regions. (Y/N)
- Only VM that run Windows Server can be created in availability zones. (Y/N)
- Availability zones are used to replicate data and applications to multiple regions. (Y/N)",NYY,"CONSUMPTION MODEL: Users only pay for the resources that they use, no up-front costs. No need to purchase/manage costly infrastructure that not use fullest.
Ability to pay/stop paying for additional resources when needed.
No fixed rate for all data sends because resources are metered/billed according they consume.
SERVERLES COMPUTING: Highly scalable/event-driven, only resources when a specific function or trigger occurs.",0
324,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- The cost of Azure resources can vary between regions. (Y/N)
- An Azure reservation is used to reserve server capacity at a specific data center. (Y/N)
- You can stop an Azure SQL Database instance to decrease costs. (Y/N)",YYN,"Azure reservations can be used to reserve capacity for Azure virtual machines (VMs) or other Azure resources, such as Azure SQL Database. When you make a reservation, you are committing to a certain level of usage over a period of time, usually one or three years. In return, you receive a discounted rate for the reserved capacity.

If you bought Azure Reserved Virtual Machine Instances, you can change the optimize setting for the reservation. The reservation discount can apply to VMs in the same series or you can reserve data center capacity for a specific VM size. You should try to optimize reservations so that they're fully used.",0
325,"You have an application that is comprised of an Azure web app that has a Service Level Agreement (SLA) of 99.95 percent and an Azure SQL database that has an SLA of 99.99 percent. The composite SLA for the application is [...].
A. the product of both SLAs, which equals 99.94 percent 
B. the lowest SLA associated to the application, which is 99.95 percent 
C. the highest SLA associated to the application, which is 99.99 percent 
D. the difference between the two SLAs, which is 0.05 percent",A,"Composite SLAs involve multiple services supporting an application, each with differing levels of availability. For example, consider an App Service web app that writes to Azure SQL Database. At the time of this writing, these Azure services have the following SLAs:
- App Service web apps = 99.95%
- SQL Database = 99.99%
What is the maximum downtime you would expect for this application? If either service fails, the whole application fails. The probability of each service failing is independent, so the composite SLA for this application is 99.95% ֳ— 99.99% = 99.94%. That's lower than the individual SLAs, which isn't surprising because an application that relies on multiple services has more potential failure points.",0
326,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- The Service Level Agreement (SLA) guaranteed uptime for paid Azure services is at least 99.9 percent. (Y/N)
- Companies can increase the Service Level Agreement (SLA) guaranteed uptime by adding Azure resources to multiple regions. (Y/N)
- Companies can increase the Service Level Agreement (SLA) guaranteed uptime by purchasing multiple subscriptions. (Y/N)",YYN,"Box 1: Yes -
SLA's vary based on the resource type and the location distribution of the resource. However, the minimum uptime for all Azure services is 99.9 percent.

Box 2: Yes -
The SLA guaranteed uptime is increased (usually to 99.95 percent) when resources are deployed across multiple regions.

Box 3: No -
The number of subscriptions is unrelated to uptime SLA's. You can deploy resources to multiple regions under a single subscription or you can have multiple subscriptions with resources deployed to the same region.",0
327,"Which statement accurately describes the Modern Lifecycle Policy for Azure services?
A. Microsoft provides mainstream support for a service for five years.
B. Microsoft provides a minimum of 12 months' notice before ending support for a service.
C. After a service is made generally available, Microsoft provides support for the service for a minimum of four years.
D. When a service is retired, you can purchase extended support for the service for up to five years.",B,"For products governed by the Modern Lifecycle Policy, Microsoft will provide a minimum of 12 months' notification prior to ending support if no successor product or service is offered ג€"" excluding free services or preview releases.",0
328,"You need to request that Microsoft increase a subscription quota limit for your company.
Which blade should you use from the Azure portal? To answer, select the appropriate blade in the answer area.
Hot Area:
A. Dashboard
B. All Services
C. Monitor
D. Advisor
E. Security Center
F. Help + Support",F,Request a standard quota increase from Help + support,0
329,"You can use […] in Azure to send email alerts when the cost of the current billing period for an Azure subscription exceeds a specified limit.
A. Advisor recommendations
B. Access control (IAM)
C. Budget alerts
D. Compliance",C,"Budget alerts notify you when spending, based on usage or cost, reaches or exceeds the amount defined in the alert condition of the budget. Cost Management budgets are created using the Azure portal or the Azure Consumption API.",0
330,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- From the Azure portal, you can distinguish between services that are generally available and services that are in public preview. (Y/N)
- After an Azure service becomes generally available, the service is no longer updated with new features. (Y/N)
- When you create Azure resources for a service in public preview, you must recreate the resources once the service becomes generally available. (Y/N)",YNN,That a product is in generally available does not mean it can't be updated with new and exciting features,0
331,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- When using an Azure ExpressRoute connection, inbound data traffic from an on-premises network to Azure is always free. (Y/N)
- Outbound data traffic from Azure to an on-premises network is always free. (N)
- Data traffic between Azure services within the same Azure region is always free. (Y/N)",YNY,"Box 1: Yes -
With Azure ExpressRoute, all inbound data transfer is free of charge.

Box 2: No -
Inbound data traffic is free but outbound data traffic is not.

Box 3: Yes -",0
332,"Your company has an Azure subscription that contains the following unused resources:
- 20 user accounts in Azure Active Directory (Azure AD)
- Five groups in Azure AD
- 10 public IP addresses
- 10 network interfaces
You need to reduce the Azure costs for the company.
Which unused resources should you remove?
A. the network interfaces
B. the public IP addresses
C. the groups
D. the user accounts",B,"You are charged for public IP addresses. Therefore, deleting unused public IP addresses will reduce the Azure costs.",0
333,"If an Azure virtual machine has a status of Stopped (deallocated), you will continue to pay for [...] 
A. compute capacity 
B. I/O operations 
C. networking 
D. storage",D,"When a virtual machine is stopped (deallocated), the virtual machine is unloaded/dismounted from the physical server in Azure. In this state, you are not charged for the virtual machine itself. However, you are still charged for the storage costs of the virtual hard disks attached to the virtual machine.
If the virtual machine is stopped but not deallocated (this happens if you shut down the virtual machine from the operating system of the virtual machine), the virtual machine is still mounted on the physical server in Azure and you are charged for the virtual machine itself as well as the storage costs. To ensure that a virtual machine is 'stopped (deallocated)', you need to stop the virtual machine in the Azure portal.",0
334,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- Storing 1 TB of data in Azure Blob storage will always cost the same, regardless of the Azure region in which the data is located. (Y/N)
- When you use a general-purpose v2 Azure Storage account, you are only charged for the amount of data that is stored. All read and write opoerations are free. (Y/N)
- Transferring data between Azure Storage accounts in different Azure regions is free. (Y/N)",NNN,"Box 1: No -
The price of Azure storage varies by region. If you use the Azure storage pricing page, you can select different regions and see how the price changes per region.

Box 2: No -
You are charged for read and write operations in general-purpose v2 storage accounts.

Box 3: No -
You would be charge for the read operations of the source storage account and write operations in the destination storage account.",0
335,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- In Azure Active Directory Premium P2, at least 99.9 percent availability is guaranteed. (Y/N)
- The Service Level Agreement (SLA) for Azure Active Directory Premium P2 is the same as the SLA for Azure Active Directory Free. (Y/N)
- All paying Azure customers receive a credit if their monthly uptime percentage is below the guaranteed amount in the Service Level Agreement (SLA). (Y/N)



",YNY,"Box 1: Yes -
Microsoft guarantee at least 99.9% availability of the Azure Active Directory Premium edition services. The services are considered available in the following scenarios:
- Users are able to login to the service, login to the Access Panel, access applications on the Access Panel and reset passwords.
- IT administrators are able to create, read, write and delete entries in the directory or provision or de-provision users to applications in the directory.

Box 2: No -
No SLA is provided for the Free tier of Azure Active Directory.

Box 3: Yes -
You can claim credit if the availability falls below the SLA. The amount of credit depends on the availability. For example: You can claim 25% credit if the availability is less than 99.9%, 50% credit for less than 99% and 100% for less than 95% availability.",0
336,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- Adding resource groups in an Azure subscription generates additional costs. (Y/N)
- Copying 10 GB of data to Azure from an on- premises network over a VPN generates additional Azure data transfer costs. (Y/N)
- Copying 10 GB of data from Azure to an on- premises network over a VPN generates additional Azure data transfer costs. (Y/N)",NNY,"Box 1: No -
Resource groups are logical containers for Azure resources. You do not pay for resource groups.

Box 2: No -
Data ingress over a VPN is data 'coming in' to Azure over the VPN. You are not charged data transfer costs for data ingress.

Box 3: Yes -
Data egress over a VPN is data 'going out' of Azure over the VPN. You are charged for data egress.",0
337,"Who can use the Azure Total Cost of Ownership (TCO) calculator?
A. billing readers for an Azure subscription only
B. owners for an Azure subscription only
C. anyone
D. all users who have an account in Azure Active Directory (Azure AD) that is linked to an Azure subscription only",C,"You don't need an Azure subscription to work with the TCO Calculator. Who can use the Azure TCO calculator?
Azure TCO Calculator: What Is it Used For? For users wishing to adopt cloud services, Azure provides a web-based TCO Calculator. You can use this calculator to estimate the costs of migrating your data and applications to Azure and predict potential savings.",0
338,"You deploy an Azure resource. The resource becomes unavailable for an extended period due to a service outage. Microsoft will [...].
A. refund your bank account.
B. migrate the resource to another subscription.
C. credit your Azure account.
D. send you a coupon code that you can redeem for Azure credits.",C,"If the SLA for an Azure service is not met, you receive credits for that service and that service only. The credits are deducted from your monthly bill for that service.
If you stopped using the service where the SLA was not met, your account would remain in credit for that service. The credits would not be applied to any other services that you may be using.
Service Credits apply only to fees paid for the particular Service, Service Resource, or Service tier for which a Service Level has not been met. In cases where
Service Levels apply to individual Service Resources or to separate Service tiers, Service Credits apply only to fees paid for the affected Service Resource or
Service tier, as applicable. The Service Credits awarded in any billing month for a particular Service or Service Resource will not, under any circumstance, exceed your monthly service fees for that Service or Service Resource, as applicable, in the billing month.",0
339,"Which task can you perform by using Azure Advisor?
A. Integrate Active Directory and Azure Active Directory (Azure AD).
B. Estimate the costs of an Azure solution.
C. Confirm that Azure subscription security follows best practices.
D. Evaluate which on-premises resources can be migrated to Azure.",C,Price estimation is provided by pricing calculator,0
340,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- If your company uses an Azure free account, you will only be able to use a subset of Azure services. (Y/N)
- All Azure free accounts expire after a specific period. (Y/N)
- You can create up to 10 Azure free accounts by using the same Microsoft account. (Y/N)",NYN,"Box 1: No -
Azure Free Account gives you 12 months access to the most popular free services. It also gives you a credit (150 GBP or 200 USD) to use on any Azure service for up to 30 days.

Box 2: Yes -
All free accounts expire after 12 months.

Box 3: No -
You can only create one free Azure account per Microsoft account.",0
341,"How should you calculate the composite SLA for the application?
A. 0.999 * 0.9999 = 0.9989001 = 99.89001%
B. 0.999 / 0.9999 = 0.9991 = 99.91%
C. Max(0.999, 0.9999) = 0.9999 = 99.99%
D. Min(0.999, 0.9999) = 0.999 = 99.9%",A,"Composite SLAs involve multiple services supporting an application, each with differing levels of availability. For example, consider an App Service web app that writes to Azure SQL Database. At the time of this writing, these Azure services have the following SLAs:
- App Service web apps = 99.95%
- SQL Database = 99.99%
What is the maximum downtime you would expect for this application? If either service fails, the whole application fails. The probability of each service failing is independent, so the composite SLA for this application is 99.95% ֳ— 99.99% = 99.94%. That's lower than the individual SLAs, which isn't surprising because an application that relies on multiple services has more potential failure points.",0
342,"[…] provide access to unused Azure compute capacity at deep discounts.
A. Azure Container Instances
B. Azure Reserved Virtual Machine Instances
C. Azure Spot virtual machine instances
D. Azure virtual machine scale sets
",C,"Using Azure Spot Virtual Machines allows you to take advantage of our unused capacity at a significant cost savings. At any point in time when Azure needs the capacity back, the Azure infrastructure will evict Azure Spot Virtual Machines. Therefore, Azure Spot Virtual Machines are great for workloads that can handle interruptions like batch processing jobs, dev/test environments, large compute workloads, and more.",0
343,"To save on the costs of an unused Azure virtual machine that runs Windows 10, you should [...].
A. disconnect the virtual machine during a Remote Desktop session 
B. put the virtual machine in sleep mode from a Remote Desktop session select 
C. stop for the virtual machine from the Azure portal
D. shut down the virtual machine from a Remote Desktop session",C,"In the answers to these tests I have always placed myself in this vision: there is a right answer and a more right one. Shutting down the VM saves money, but using stop in Azure Portal deallocates resources (public IP for example) and saves more. Here I take the stop in the portal.",0
344,"All Azure services that are in public preview are […].
A. provided without any documentation. 
B. only configurable from Azure CLI. 
C. excluded from the Service Level Agreements. 
D. only configurable from the Azure portal.",C,"During this phase we allow any customer with the proper Azure AD license to evaluate the new feature. Microsoft Customer Support Services will supply support services during this phase, but normal service level agreements do not apply.",0
345,"If an Azure virtual machine has a status of Stopped (deallocated), you will continue to pay for […].
A. compute capacity
B.  I/O operations
C. networking
D. storage",D,"Azure doesn't charge for the VM core hours while it is Stopped (Deallocated). However, you continue to accrue charges for the Azure storage needed for the VM's
OS disk and any attached data disks.",0
346,"The […] explains what data Microsoft processes, how Microsoft processes the data, and the purpose of processing the data.
A. Microsoft Online Services Privacy Statement
B. Microsoft Product Terms
C. Microsoft Online Service Level Agreement
D. Online Subscription Agreement for Microsoft Azure",A,"The Microsoft Privacy Statement explains what personal data Microsoft processes, how Microsoft processes the data, and the purpose of processing the data",0
347,"You can access Compliance Manager from the […].
A. Azure Active Directory admin center
B. Azure portal
C. Microsoft 365 admin center
D. Microsoft Service Trust portal",C,"Box: Microsoft 365 admin center -
1. Go to the Microsoft 365 compliance center and sign in with your Microsoft 365 global administrator account.
2. Select Compliance Manager on the left navigation pane. You'll arrive at your Compliance Manager dashboard.",0
348,"You have 1,000 virtual machines hosted on the Hyper-V hosts in a data center.
You plan to migrate all the virtual machines to an Azure pay-as-you-go subscription.
You need to identify which expenditure model to use for the planned Azure solution.
Which expenditure model should you identify?
A. scalable
B. operational
C. elastic
D. capital",B,One of the major changes that you will face when you move from on-premises cloud to the public cloud is the switch from capital expenditure (buying hardware) to operating expenditure (paying for service as you use it). This switch also requires more careful management of your costs. The benefit of the cloud is that you can fundamentally and positively affect the cost of a service you use by merely shutting down or resizing it when it's not needed.,0
349,"[…] is an Apache Spark-based analytics service.
A. Azure Databricks
B. Azure Data Factory
C. Azure DevOps
D. Azure Synapse Analytics",A,"Azure Databricks is a fast, easy, and collaborative Apache Spark-based big data analytics service designed for data science and data engineering.",0
350,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- A company has complete control of the resources and security for its private cloud. (Y/N)
- A hybrid cloud solution enables a company to control whether its applications run on-premises or in the cloud. (Y/N)
- Companies are responsible for capital expenditure when they scale up a virtual machine hosted in a public cloud. (Y/N)",YYN,"A company has complete control of the resources and security for its private cloud - Yes
A Hybrid Cloud solution enables a company to control whether its applications run on-premises or in the cloud - Yes
Explanation: Hybrid cloud computing enables an enterprise to deploy its most sensitive workloads in an on-premises cloud and to host less-critical resources on a third-party public cloud provider. This approach allows organizations to get the best of both private and public cloud models.
Companies are responsible for capital expenditure when they scale up a virtual machine hosted in a public cloud - No
Explanation: With the public cloud, you get pay-as-you-go pricing – you pay only for what you use, no CapEx costs.",0
351,"Which Service Level Agreement (SLA) is provided for Azure services in public preview?
A. Each service defines its own SLA
B. The SLA will be 99%
C. The SLA will be 1% less than the general availability (GA) SLA
D. The SLA will be 99.95%",A,"Public preview – During this phase we allow any customer with the proper Azure AD license to evaluate the new feature. Microsoft Customer Support Services will supply support services during this phase, but normal service level agreements do not apply. For new features exposed in the Azure AD Portal, customer can expect to see information banners in the user interface that draw attention to the new experience available during the preview. By clicking on the information banner customers then opt-in to the preview experience.",0
352,"[…] in Azure Firewall enables users on the internet to access a server on a virtual network :
A. Application rules
B. Network Address Translation (NAT) rules
C. Network rules
D. Service tags",B,"DNAT rules allow or deny inbound traffic through the firewall public IP address(es). You can use a DNAT rule when you want a public IP address to be translated into a private IP address. The Azure Firewall public IP addresses can be used to listen to inbound traffic from the Internet, filter the traffic and translate this traffic to internal resources in Azure.",0
353,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- The cost of outbound traffic from Azure is the same for all Azure regions. (Y/N)
- Purchasing Azure services through an Enterprise Agreement (EA) requires you to spend a predetermined amount. (Y/N)
- Microsoft defines the pricing structure of all third-party services sold through Azure Marketplace. (Y/N)",NYN,"Box 1: No -
Within most of the areas, there are clearly more expensive regions and less expensive regions.
The least expensive regions, on average across these instance types are us-west-2, us-west-central, and korea-south.
The most expensive regions are asia-pacific-east, japan-east, and australia-east.

Box 2: Yes -
Many organizations with Microsoft Enterprise Agreements (EA) are adding Azure to their EA to enjoy the benefits it offers, such as:
Minimizing Azure upfront costs by locking in pricing with consumption pre-commitment
Using Azure EA Portal to manage Azure Subscriptions easily and organize them under a single billing account

Box 3: No - 
The pricing structure of 3rd party services sold through the Azure Marketplace is determined by the individual vendors who offer the services. Azure provides a platform for vendors to sell their services, but the pricing and the structure of the pricing is determined by the vendors themselves.",0
354,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- Pay-As-You-Go (PAYG) is a consumption-based model. (Y/N)
- Payments to cloud service providers are considered capital expenditures (CapEx). (Y/N)
- The services provided through a consumption-based model are considered operational expenditures (OpEx). (Y/N)",YNY,"Box 1: Yes -
The Pay as You Go model is billed on a per second basis and you can start or stop the service at any time ג€"" paying only for what you use.

Box 2: No -
No, it is OpEx (Operational Expenditures).
OpEx: The business can achieve ROI immediately in many cases because the infrastructure is managed by the cloud provider.
CapEx: ROI is not usually realized until a long time after the purchase was made because the infrastructure needs to be set up and employees need to be trained.
Computers, servers, and other hardware needed for on-premises data centers are all examples of CapEx.

Box 3: Yes -
Operational Expenditures (OpEx) are the ongoing costs related to day-to-day operations. A subscription fee for cloud services is considered OpExג€""the cloud provider is making the infrastructure investment upfront, and you only pay for the resources you need as you need them.",0
355,"What is the longest term you can purchase for Azure Reserved VM instances?
A. one year
B. five years
C. four years
D. three years",D,Azure Reservations help you save money by committing to one-year or three-year plans for multiple products. Committing allows you to get a discount on the resources you use. Reservations can significantly reduce your resource costs by up to 72% from pay-as-you-go prices.,0
356,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- All Azure services in private preview must be accessed by using a separate Azure portal. (Y/N)
- Azure services in public preview can be used in production environments. (Y/N)
- Azure services in public preview are subject to a Service Level Agreement (SLA). (Y/N)",NYN,"Public Preview means that the service is in public beta and can be tried out by anyone with an Azure subscription. Services in public preview are often offered at a discount price.

Box 1: No -
Services in private preview can be viewed in the regular Azure portal. However, you need to be signed up for the feature in private preview before you can view it.
Access to private preview features is usually by invitation only.

Box 2: Yes -
You can use services in public preview in production environments. However, you should be aware that the service may have faults, is not subject to an SLA and may be withdrawn without notice.

Box 3: No -
Public previews are excluded from SLAs and in some cases, no support is offered.",0
357,"Your company has 10 offices. You plan to generate several billing reports from the Azure portal. Each report will contain the Azure resource utilization of each office.
Which Azure Resource Manager feature should you use before you generate the reports?
A. tags
B. templates
C. locks
D. policies",A,"You can use resource tags to 'label' Azure resources. Tags are metadata elements attached to resources. Tags consist of pairs of key/value strings. In this question, we would tag each resource with a tag to identify each office. For example: Location = Office1. When all Azure resources are tagged, you can generate reports to list all resources based on the value of the tag. For example: All resources used by Office1.",0
358,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- A Standard support plan is included in an Azure free account. (Y/N)
- A Premier support plan can only be purchased by companies that have an Enterprise Agreement (EA). (Y/N)
- Support from MSDN forums is only provided to companies that have a pay-as-you-go subscription. (Y/N)",NYN,"Box 1: No -
An Azure free account comes with a 'basic' support plan, not a 'standard' support plan.

Box 2: Yes -
You can purchase the Professional Direct, Standard, and Developer support plans with the Microsoft Customer Agreement. You can also purchase the
Professional and Standard support plans with the Enterprise Agreement.

Box 3: No -
Users with any type of Azure subscription (pay-as-you-go, Enterprise Agreement, Microsoft Customer Agreement etc.) can get support from the MSDN forums.",0
359,"If Microsoft plans to end support for an Azure service that does NOT have a successor service, Microsoft will provide notification at least 12 months before.
Instructions: Review the underlined text. If it makes the statement correct, select `No change is needed`. If the statement is incorrect, select the answer choice that makes the statement correct.
A. No change is needed.
B. 6 months
C. 90 days
D. 30 days",A,"The Modern Lifecycle Policy covers products and services that are serviced and supported continuously. For products governed by the Modern Lifecycle Policy,
Microsoft will provide a minimum of 12 months' notification prior to ending support if no successor product or service is offered, excluding free services or preview releases.",0
360,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- A user who is assigned the Owner role can transfer ownership of an Azure subscription. (Y/N)
- You can convert the Azure subscription of your company from Free Trial to Pay-As-You-Go. (Y/N)
- The Azure spending limit is fixed and cannot be increased or decreased. (Y/N)",NYY,"Box 1: No -
You need to be an administrator of the billing account that has the subscription to be able to transfer the subscription. This could be a Billing Administrator or
Global Administrator. A subscription owner can manage all resources and permissions within the subscription but cannot transfer ownership of the subscription.

Box 2: Yes -
You can convert a free trial subscription to Pay-As-You-Go. This is common practice for people who wish to continue using the Azure services when the free trial period expires.

Box 3: Yes -
You can remove the spending limit, but you can't increase or decrease it.
The spending limit in Azure prevents spending over your credit amount. All new customers who sign up for an Azure free account or subscription types that include credits over multiple months have the spending limit turned on by default. The spending limit is equal to the amount of credit and it can't be changed. For example, if you signed up for Azure free account, your spending limit is $200 and you can't change it to $500. However, you can remove the spending limit. So, you either have no limit, or you have a limit equal to the amount of credit.",0
361,"For each of the following statements, select Yes if the statement is true. 
Otherwise, select No.
- With Azure Reservations, you pay less for virtual machines than with pay-as-you-go pricing. (Y/N)
- Two Azure virtual machines that use the B2S size have the same monthly costs. (Y/N)
- When an Azure virtual machine is stopped, you continue to pay storage costs for the virtual machine. (Y/N)",YNY,"Box 1: Yes -
A reservation is where you commit to pay for a resource (for example a virtual machine) for one or three years. This gives you a discounted price on the resource for the reservation period.

Box 2: No -
There are other factors that influence the cost of a virtual machine such as the virtual hard disks attached to the virtual machine. You could have multiple virtual machines with the same 'size' (B2S in this case) but with different virtual hard disk configurations.

Box 3: Yes -
When a virtual machine is stopped (deallocated), the virtual machine is unloaded/dismounted from the physical server in Azure. In this state, you are not charged for the virtual machine itself. However, you are still charged for the storage costs of the virtual hard disks attached to the virtual machine.
If the virtual machine is stopped but not deallocated (this happens if you shut down the virtual machine from the operating system of the virtual machine), the virtual machine is still mounted on the physical server in Azure and you are charged for the virtual machine itself as well as the storage costs. To ensure that a virtual machine is 'stopped (deallocated)', you need to stop the virtual machine in the Azure portal.",0
362,"Your company has an Azure subscription that contains the following unused resources:
- 20 user accounts in Azure Active Directory (Azure AD)
- Five groups in Azure AD
- 10 public IP addresses
- 10 network interfaces
You need to reduce the Azure costs for the company.
Solution: You remove the unused network interfaces.
Does this meet the goal?
A. Yes
B. No",N,"You are not charged for unused network interfaces. Therefore, deleting unused network interfaces will not reduce the Azure costs for the company.",0
363,"Your company has an Azure subscription that contains the following unused resources:
- 20 user accounts in Azure Active Directory (Azure AD)
- Five groups in Azure AD 
- 10 public IP addresses
- 10 network interfaces
You need to reduce the Azure costs for the company.
Solution: You remove the unused public IP addresses.
Does this meet the goal?
A. Yes
B. No",Y,"You are charged for public IP addresses. Therefore, deleting unused public IP addresses will reduce the Azure costs.",0
